#TYPE System.Management.Automation.Internal.Host.InternalHost
"Name","Version","InstanceId","UI","CurrentCulture","CurrentUICulture","PrivateData","DebuggerEnabled","IsRunspacePushed","Runspace"
"Windows PowerShell ISE Host","5.1.19041.3693","4b406c61-3a3e-417e-be0d-08955a0e4b79","System.Management.Automation.Internal.Host.InternalHostUserInterface","en-US","en-US","Microsoft.PowerShell.Host.ISE.ISEOptions","True","False","System.Management.Automation.Runspaces.LocalRunspace"
